id,legal_name,name,dob,email,phone,father_name,mother_name,husband_name,gender,blood_group,marital_status,present_address,permanent_address,devotional_status_id,gurudev_harinam,gurudev_pancharatrik,harinam_initiation_gurudev,pancharatrik_initiation_gurudev,initiated_name,harinam_date,pancharatrik_date,education,occupation,devotional_courses,additional_comments,shraddhakutir_id,created_at,updated_at,namhatta_id
94,"Surendra Babu",,1982-05-21,surendra.babu@example.com,+914306321752,"Ravi Singh","Anjali Yadav","Priya Tiwari",MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}",4,,,,,"Gandhari Devi",2007-11-15,,,Housewife,[],,,2024-10-17T07:36:59.108Z,CURRENT_TIMESTAMP,96
95,"Pradip Mitra",,1958-09-16,pradip.mitra@example.com,+912900967549,"Sachin Rana","Asha Thakur",,MALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}","{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}",1,,,,,,,,,Student,[],,,2024-08-24T23:11:11.850Z,CURRENT_TIMESTAMP,97
96,"Nitin Joshi",,1954-11-21,nitin.joshi@example.com,+911250372787,"Nirmal Bose","Radha Verma","Vidya Nair",MALE,O-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",1,,,,,,,,,Teacher,[],,,2025-03-01T07:53:59.273Z,CURRENT_TIMESTAMP,98
97,"Pradip Mitra",,1950-06-15,pradip.mitra@example.com,+911685217194,"Naresh Sinha","Sunita Devi",,MALE,A-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",7,,,,,"Nakula Das",2017-04-27,,,Doctor,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-01T03:03:06.307Z,CURRENT_TIMESTAMP,99
98,"Manoj Yadav",,1989-10-02,manoj.yadav@example.com,+912382093831,"Amit Sharma","Kamla Bhardwaj",,MALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",6,,,,,"Yudhisthira Das",2014-05-27,,,Teacher,[],,,2025-04-09T23:03:47.340Z,CURRENT_TIMESTAMP,100
99,"Saraswati Sinha",,1962-02-17,saraswati.sinha@example.com,+916541456742,"Anand Ghosh","Saraswati Sinha",,FEMALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",2,,,,,"Bharata Das",2016-01-07,,,Farmer,[],,,2025-04-09T22:13:27.272Z,CURRENT_TIMESTAMP,101
100,"Ashok Pandey",,1977-12-19,ashok.pandey@example.com,+917164375524,"Nitin Joshi","Vidya Nair",,MALE,B-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",1,,,,,"Sita Devi",2011-04-22,,,Student,"[{""name"":""Course 8"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-20T19:26:39.910Z,CURRENT_TIMESTAMP,102
101,"Vinod Tiwari",,1961-01-08,vinod.tiwari@example.com,+917056984176,"Subhas Banerjee","Nila Pal","Sunanda Rao",MALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}",6,,,,,,,,,Teacher,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-03-18T22:47:44.578Z,CURRENT_TIMESTAMP,3
102,"Ashok Pandey",,1969-03-27,ashok.pandey@example.com,+918657240882,"Jitendra Pillai","Durga Roy","Puja Mitra",MALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",5,,,,,"Govardhan Das",2020-03-17,,,"Government Service",[],,,2025-03-19T09:00:59.491Z,CURRENT_TIMESTAMP,4
103,"Ritu Mondal",,1996-09-03,ritu.mondal@example.com,+914840928572,"Rohit Thakur","Pushpa Choudhary","Sanjib Mondal",FEMALE,AB+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}",4,,,,,"Narada Das",2023-06-07,,,Engineer,[],,,2024-10-06T21:33:15.495Z,CURRENT_TIMESTAMP,5
104,"Devendra Nair",,1982-05-01,devendra.nair@example.com,+915005303680,"Manoj Yadav","Malati Chatterjee",,MALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",5,,,,,"Bharata Das",2013-03-12,,,Retired,[],,,2025-04-28T13:18:32.146Z,CURRENT_TIMESTAMP,6
105,"Radha Verma",,1951-08-21,radha.verma@example.com,+916958212666,"Santosh Kumar","Sharda Pillai",,FEMALE,AB-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",4,,,,,,,,,"Government Service","[{""name"":""Course 5"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-05T20:51:39.725Z,CURRENT_TIMESTAMP,7
106,"Shyama Mukherjee",,1997-11-22,shyama.mukherjee@example.com,+915005656002,"Kiran Shah","Kiran Majumdar",,FEMALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",6,,,,,"Govardhan Das",2002-12-14,,,Teacher,[],,,2024-08-29T08:07:33.961Z,CURRENT_TIMESTAMP,8
107,"Parvati Ghosh",,1975-10-02,parvati.ghosh@example.com,+911254972563,"Prakash Mishra","Kiran Majumdar","Ashok Pandey",FEMALE,AB-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",5,,,,,"Sampati Das",2023-01-08,,,Engineer,[],,,2024-10-07T04:53:31.683Z,CURRENT_TIMESTAMP,9
108,"Subhas Banerjee",,1986-01-12,subhas.banerjee@example.com,+917732315430,"Goutam Sengupta","Usha Kumar","Rekha Gupta",MALE,A+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",5,,,,,"Yudhisthira Das",2012-04-25,,,Engineer,"[{""name"":""Course 8"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-24T18:13:04.775Z,CURRENT_TIMESTAMP,10
109,"Ajit Patel",,1964-07-04,ajit.patel@example.com,+914777691905,"Subhas Banerjee","Anjali Yadav","Radha Verma",MALE,B+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",2,,,,,"Lakshmi Devi",2014-06-06,,,Engineer,[],,,2024-11-08T01:45:43.389Z,CURRENT_TIMESTAMP,11
110,"Sachin Rana",,1958-03-10,sachin.rana@example.com,+915973692941,"Dinesh Roy","Kavita Mishra","Lakshmi Jha",MALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}",3,,,,,"Mandodari Devi",2004-01-06,,,Engineer,"[{""name"":""Course 4"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-09-03T05:43:28.225Z,CURRENT_TIMESTAMP,12
111,"Narendra Reddy",,1994-09-25,narendra.reddy@example.com,+915436253708,"Ravi Singh","Rekha Gupta",,MALE,AB-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",3,,,,,,,,,Engineer,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-23T00:05:20.169Z,CURRENT_TIMESTAMP,13
112,"Tapan Mukherjee",,1976-10-18,tapan.mukherjee@example.com,+912751404213,"Samir Bhattacharya","Anjali Yadav","Shoba Kapoor",MALE,AB-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",4,,,,,"Yudhisthira Das",2021-03-26,,,"Government Service",[],,,2025-06-15T17:40:30.893Z,CURRENT_TIMESTAMP,14
113,"Sushil Kapoor",,1980-12-26,sushil.kapoor@example.com,+911316549529,"Kiran Shah","Ruma Chakraborty",,MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}",3,,,,,,,,,Doctor,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-24T02:08:04.010Z,CURRENT_TIMESTAMP,15
114,"Lakshmi Jha",,1950-02-04,lakshmi.jha@example.com,+919119064361,"Rohit Thakur","Hema Biswas","Vinod Tiwari",FEMALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",7,,,,,"Jagannath Das",2004-12-08,,,Doctor,"[{""name"":""Course 4"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-15T15:07:22.934Z,CURRENT_TIMESTAMP,16
115,"Usha Kumar",,1972-04-14,usha.kumar@example.com,+913282500650,"Santosh Kumar","Sujata Bhattacharya","Deepak Verma",FEMALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",6,,,,,,,,,Teacher,[],,,2025-01-17T16:05:09.000Z,CURRENT_TIMESTAMP,17
116,"Kiran Majumdar",,1989-05-23,kiran.majumdar@example.com,+915335135240,"Ajit Patel","Lata Shah",,FEMALE,B+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",5,,,,,,,,,Business,[],,,2024-11-23T15:53:39.690Z,CURRENT_TIMESTAMP,18
117,"Partha Sarkar",,1982-12-28,partha.sarkar@example.com,+913351611975,"Nitin Joshi","Ruma Chakraborty","Meera Singh",MALE,AB+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",5,,,,,"Jatayu Das",2023-08-15,,,Doctor,[],,,2025-02-27T10:30:54.360Z,CURRENT_TIMESTAMP,19
118,"Pradip Mitra",,1952-09-09,pradip.mitra@example.com,+917307851501,"Vinod Tiwari","Sujata Bhattacharya","Indira Prasad",MALE,B+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",6,,,,,,,,,Teacher,[],,,2025-02-05T18:00:24.766Z,CURRENT_TIMESTAMP,20
119,"Pushpa Choudhary",,1950-07-14,pushpa.choudhary@example.com,+915237088548,"Devendra Nair","Hema Biswas",,FEMALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",6,,,,,"Sita Devi",2021-09-12,,,Housewife,"[{""name"":""Course 8"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-27T19:39:55.545Z,CURRENT_TIMESTAMP,21
120,"Kamala Banerjee",,1977-03-10,kamala.banerjee@example.com,+914544189492,"Kiran Shah","Nita Patel",,FEMALE,A-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",5,,,,,,,,,Teacher,[],,,2024-09-15T22:58:50.078Z,CURRENT_TIMESTAMP,22
121,"Sita Agarwal",,1992-06-13,sita.agarwal@example.com,+914892017867,"Sachin Rana","Kiran Majumdar",,FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",2,,,,,,,,,Retired,"[{""name"":""Course 4"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-05T18:45:40.363Z,CURRENT_TIMESTAMP,23
122,"Suma Bose",,1976-12-22,suma.bose@example.com,+912528851102,"Ramesh Jha","Sita Agarwal",,FEMALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",2,,,,,"Nitai Das",2019-07-23,,,Housewife,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-09-26T23:24:28.225Z,CURRENT_TIMESTAMP,24
123,"Narendra Reddy",,1975-10-19,narendra.reddy@example.com,+913580323180,"Sanjib Mondal","Parvati Ghosh","Gita Joshi",MALE,B-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",4,,,,,"Prahlada Das",2015-11-04,,,Student,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-04T05:55:18.166Z,CURRENT_TIMESTAMP,25
124,"Gita Joshi",,1970-05-06,gita.joshi@example.com,+912953261649,"Subhas Banerjee","Priya Tiwari",,FEMALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",6,,,,,"Gandhari Devi",2022-04-15,,,Housewife,"[{""name"":""Course 5"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-24T02:04:35.405Z,CURRENT_TIMESTAMP,26
125,"Kavita Mishra",,1972-06-17,kavita.mishra@example.com,+911589458650,"Ranjan Pal","Hema Biswas",,FEMALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}",3,,,,,"Draupadi Devi",2004-05-03,,,Teacher,"[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-03-22T00:35:01.366Z,CURRENT_TIMESTAMP,27
126,"Pankaj Das",,1995-10-07,pankaj.das@example.com,+916775208534,"Nirmal Bose","Suma Bose",,MALE,AB-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}",3,,,,,"Arjuna Das",2017-06-18,,,Farmer,"[{""name"":""Course 8"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-08-10T02:51:29.477Z,CURRENT_TIMESTAMP,28
127,"Goutam Sengupta",,1987-02-15,goutam.sengupta@example.com,+911293652524,"Jitendra Pillai","Anjali Yadav",,MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}",3,,,,,"Lakshmi Devi",2019-10-02,,,Engineer,[],,,2024-09-12T00:18:38.785Z,CURRENT_TIMESTAMP,29
128,"Tarun Chakraborty",,1995-03-03,tarun.chakraborty@example.com,+913097307929,"Naresh Sinha","Ritu Mondal",,MALE,AB+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",7,,,,,"Draupadi Devi",2004-03-07,,,Student,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-11-01T09:24:31.384Z,CURRENT_TIMESTAMP,30
129,"Puja Mitra",,1988-02-27,puja.mitra@example.com,+911627488288,"Narendra Reddy","Sushma Rana","Manoj Yadav",FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",5,,,,,"Rukmini Devi",2005-10-10,,,Doctor,[],,,2024-10-15T13:17:25.315Z,CURRENT_TIMESTAMP,31
130,"Anjali Yadav",,1987-03-14,anjali.yadav@example.com,+914558585759,"Goutam Sengupta","Priya Tiwari","Devendra Nair",FEMALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",6,,,,,,,,,Business,[],,,2024-10-30T23:47:28.573Z,CURRENT_TIMESTAMP,32
131,"Upendra Rao",,1963-05-11,upendra.rao@example.com,+914098526896,"Ajit Patel","Geeta Sharma",,MALE,B-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",2,,,,,"Kunti Devi",2015-10-27,,,Farmer,[],,,2025-02-21T02:11:08.094Z,CURRENT_TIMESTAMP,33
132,"Puja Mitra",,1977-01-24,puja.mitra@example.com,+917161602067,"Sachin Rana","Parvati Ghosh",,FEMALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",2,,,,,"Govardhan Das",2019-01-24,,,"Government Service","[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-25T01:26:23.384Z,CURRENT_TIMESTAMP,34
133,"Ritu Mondal",,1997-04-27,ritu.mondal@example.com,+917385677996,"Kiran Shah","Sujata Bhattacharya",,FEMALE,A+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",3,,,,,"Krishna Prema Das",2002-02-09,,,Doctor,[],,,2024-08-05T12:55:28.091Z,CURRENT_TIMESTAMP,35
134,"Rajesh Kumar",,1958-06-03,rajesh.kumar@example.com,+917278068497,"Vinod Tiwari","Lila Dutta","Sunanda Rao",MALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",5,,,,,"Vrinda Devi",2012-10-02,,,Engineer,"[{""name"":""Course 5"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-04-26T12:25:32.140Z,CURRENT_TIMESTAMP,36
135,"Parvati Ghosh",,1963-02-25,parvati.ghosh@example.com,+912287618621,"Anand Ghosh","Kali Das","Sachin Rana",FEMALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}",2,,,,,"Prahlada Das",2018-01-13,,,Housewife,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-06-17T00:20:21.241Z,CURRENT_TIMESTAMP,37
136,"Jitendra Pillai",,1996-04-17,jitendra.pillai@example.com,+918012811361,"Sachin Rana","Lila Dutta","Kavita Mishra",MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",4,,,,,"Garuda Das",2003-07-01,,,Engineer,[],,,2025-06-27T05:02:19.228Z,CURRENT_TIMESTAMP,38
137,"Rajesh Kumar",,1981-08-12,rajesh.kumar@example.com,+917753215838,"Sushil Kapoor","Malati Chatterjee","Lata Shah",MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",4,,,,,,,,,Housewife,[],,,2025-03-12T17:28:30.153Z,CURRENT_TIMESTAMP,39
138,"Ramesh Jha",,1952-01-05,ramesh.jha@example.com,+915656903793,"Jitendra Pillai","Savita Babu",,MALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}",3,,,,,"Jatayu Das",2019-03-08,,,Engineer,[],,,2024-09-10T22:06:22.856Z,CURRENT_TIMESTAMP,40
